optimizer,hyperparameters,criterion,crt_parameter,top-1 test acc,overfitting indicator,l1,l5,l1/l5,fwp_overhead,bwp_overhead,images/s,runtime,max_allocated_memory,max_reserved_memory,epochs,exclusive_run
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.41,0.0324,24.1392,42.1639,0.5725,1.1997,1.1997,2594.13,73.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.37,0.0037,23.9711,42.0767,0.5697,1.4107,1.4107,2309.11,83.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.52,0.0349,23.6271,44.2597,0.5338,1.1965,1.1965,2608.39,72.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.4,0.0391,23.1186,40.9991,0.5639,1.0803,1.0803,2745.26,67.8,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.47,0.0522,24.9499,44.1522,0.5651,1.0648,1.0648,2703.32,68.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.57,0.0169,23.7712,40.4317,0.5879,1.2653,1.2653,2538.21,75.82,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.46,0.0262,24.0774,41.4413,0.581,1.2047,1.2047,2575.83,73.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.21,0.045,24.3321,44.8512,0.5425,1.0739,1.0739,2599.25,71.53,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.27,0.0564,23.8013,43.4201,0.5482,1.0605,1.0605,2706.34,68.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.61,0.0168,23.479,38.0928,0.6164,1.3466,1.3466,2333.54,82.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.63,0.017,25.0541,42.0143,0.5963,1.2499,1.2499,2549.46,75.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.58,0.0202,23.4087,45.5222,0.5142,1.1893,1.1893,2594.49,73.39,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.47,0.0169,22.1734,45.4849,0.4875,1.3292,1.3292,2406.31,80.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.52,0.0451,24.3907,45.8628,0.5318,1.0702,1.0702,2795.43,66.48,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.26,0.053,23.3346,41.386,0.5638,1.0612,1.0612,2751.51,67.45,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.35,0.0584,23.5622,43.0588,0.5472,1.0544,1.0544,2764.86,66.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.44,0.0522,23.8656,43.071,0.5541,1.0599,1.0599,2762.84,67.1,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.26,0.0548,23.1097,40.3088,0.5733,1.0523,1.0523,2786.94,66.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.4,0.0582,25.4538,45.9564,0.5539,1.0453,1.0453,2768.44,66.78,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.4,0.0582,22.5205,38.2295,0.5891,1.0527,1.0527,2766.64,66.86,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.36,0.0618,23.8727,44.2519,0.5395,1.0429,1.0429,2736.25,67.54,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.51,0.0349,23.1125,46.5918,0.4961,1.1799,1.1799,2514.21,75.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.62,0.0195,22.2973,40.5988,0.5492,1.2402,1.2402,2566.68,74.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.59,0.0228,22.9242,44.8969,0.5106,1.3216,1.3216,2425.74,79.46,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.43,0.0269,23.7337,42.0607,0.5643,1.2328,1.2328,2527.51,75.67,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.63,0.0288,21.8515,39.4276,0.5542,1.3122,1.3122,2436.1,79.14,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.41,0.0618,23.8095,41.4416,0.5745,1.0469,1.0469,2809.98,65.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.36,0.0417,22.7867,41.4221,0.5501,1.1768,1.1768,2629.87,72.25,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.47,0.0487,21.7529,38.0619,0.5715,1.0568,1.0568,2777.3,66.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.46,0.0549,26.3519,42.8637,0.6148,1.0408,1.0408,2812.78,65.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.2;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.3,0.0611,23.6978,43.9204,0.5396,1.0369,1.0369,2775.84,66.42,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.64,0.0022,23.3683,36.039,0.6484,1.4613,1.4613,2251.26,86.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.7,0.0132,23.9419,42.703,0.5607,1.4393,1.4393,2306.69,83.94,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.55,-0.0006,21.981,41.7174,0.5269,1.6287,1.6287,2041.54,93.68,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.62,0.0174,24.5042,41.4117,0.5917,1.4286,1.4286,2319.44,83.64,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.57,-0.0004,24.9797,44.751,0.5582,1.5851,1.5851,2083.11,92.48,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.58,-0.0103,24.0846,41.7307,0.5771,1.6785,1.6785,1962.22,97.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.61,-0.0002,22.8356,43.7512,0.5219,1.5163,1.5163,2195.82,88.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.62,-0.008,22.3621,43.183,0.5178,1.6134,1.6134,2075.39,92.65,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.66,-0.0036,23.0826,44.8872,0.5142,1.5586,1.5586,2110.92,91.47,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.48,0.0146,24.3125,43.2752,0.5618,1.392,1.392,2246.31,87.03,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.52,0.0165,24.7095,43.2873,0.5708,1.3605,1.3605,2373.39,81.55,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.44,0.0229,22.5186,40.0278,0.5626,1.3741,1.3741,2388.09,81.04,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.66,0.0201,23.9091,43.2201,0.5532,1.353,1.353,2388.33,80.95,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.66,0.0143,24.3629,40.9227,0.5953,1.4182,1.4182,1872.84,105.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.6,0.0148,23.7194,43.1781,0.5493,1.3293,1.3293,2428.82,79.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.44,0.0173,23.3751,41.1644,0.5678,1.3097,1.3097,2449.39,78.75,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.62,-0.0013,24.7157,41.4851,0.5958,1.4942,1.4942,2219.24,87.19,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.72,-0.0063,23.083,43.3444,0.5325,1.552,1.552,2129.23,90.41,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.53,0.0166,23.1715,42.8773,0.5404,1.2973,1.2973,2459.45,78.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.76,-0.0026,22.6902,41.5594,0.546,1.4521,1.4521,2240.51,87.4,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.46,0.0221,23.4675,43.8529,0.5351,1.2865,1.2865,2493.7,77.15,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.67,0.0164,23.9974,40.5971,0.5911,1.2637,1.2637,2506.94,76.59,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.51,0.0254,21.691,39.914,0.5434,1.1349,1.1349,2559.64,73.51,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.67,0.0067,22.6362,44.9986,0.503,1.3894,1.3894,2342.88,82.86,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.44,0.0211,24.9786,42.0332,0.5943,1.1201,1.1201,2700.43,69.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.46,0.0386,23.1304,40.6871,0.5685,1.1117,1.1117,2688.83,69.77,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.54,0.0166,22.3999,46.195,0.4849,1.3206,1.3206,2382.89,81.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.46,0.0344,21.9688,42.9917,0.511,1.1084,1.1084,2707.83,69.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.47,0.0308,23.1591,43.1094,0.5372,1.1126,1.1126,2663.82,70.29,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.48,0.0199,23.7265,44.7588,0.5301,1.3051,1.3051,2484.32,77.33,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.42,0.0224,22.5683,43.4071,0.5199,1.371,1.371,2355.22,82.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.5,0.0246,22.9725,41.1425,0.5584,1.2472,1.2472,2441.68,78.26,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.35,0.0347,23.3707,43.0075,0.5434,1.1004,1.1004,2743.38,68.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.19,0.0486,22.4981,43.3994,0.5184,1.0913,1.0913,2711.59,68.89,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.51,0.0418,24.2381,46.6034,0.5201,1.0852,1.0852,2689.43,69.34,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.26,0.0418,22.5471,44.1248,0.511,1.0999,1.0999,2645.82,70.62,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.53,0.0326,21.4248,41.7542,0.5131,1.0879,1.0879,2717.48,68.71,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.3,0.0433,25.7819,42.4448,0.6074,1.0724,1.0724,2760.84,67.38,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.5,0.0247,22.9668,40.5236,0.5668,1.236,1.236,2472.4,77.5,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.62,0.0167,24.6301,44.1257,0.5582,1.3608,1.3608,2396.82,80.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.63,0.0238,21.2983,42.4452,0.5018,1.2909,1.2909,2472.53,77.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.15;,gSAMratio,z=1.8,96.68,0.026,23.9271,44.4345,0.5385,1.2807,1.2807,2491.09,77.02,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.52,0.0401,25.3037,45.0512,0.5617,1.0793,1.0793,2767.44,67.3,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.8;,gSAMratio,z=1.8,96.43,0.0449,23.9203,43.6317,0.5482,1.0651,1.0651,2759.27,67.35,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.6;,gSAMratio,z=1.8,96.32,0.0415,23.3118,40.7933,0.5715,1.0785,1.0785,2732.72,68.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.7;,gSAMratio,z=1.8,96.58,0.0467,22.828,41.3055,0.5527,1.0714,1.0714,2738.13,67.87,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.1;,gSAMratio,z=1.8,96.61,0.0216,25.4614,42.8999,0.5935,1.3552,1.3552,2395.88,80.83,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.2;,gSAMratio,z=1.8,96.57,0.0274,22.145,44.4162,0.4986,1.2273,1.2273,2417.4,79.07,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.9;z=1.8;z2=1.5;,gSAMratio,z=1.8,96.48,0.0445,22.5271,44.5543,0.5056,1.0904,1.0904,2162.31,87.21,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.7;,gSAMratio,z=1.1,96.56,0.0311,23.1258,38.3889,0.6024,1.3329,1.3329,2448.94,78.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.5;,gSAMratio,z=1.1,96.52,0.0282,22.8654,38.2082,0.5984,1.346,1.346,2418.07,79.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.15;,gSAMratio,z=1.1,96.61,0.0006,23.8266,37.4363,0.6365,1.528,1.528,2174.07,88.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.2;,gSAMratio,z=1.1,96.69,0.0062,23.2571,39.9219,0.5826,1.4688,1.4688,2258.46,85.7,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.6;,gSAMratio,z=1.1,96.71,0.0287,23.7889,40.8351,0.5826,1.3375,1.3375,2406.24,80.31,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.8;,gSAMratio,z=1.1,96.55,0.0346,27.0479,38.406,0.7043,1.3269,1.3269,2417.19,79.92,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.1;z2=1.1;,gSAMratio,z=1.1,96.57,-0.0017,23.6551,35.9923,0.6572,1.5982,1.5982,2065.29,92.76,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.2;,gSAMratio,z=1.15,96.65,0.0073,24.0966,38.3686,0.628,1.3953,1.3953,2340.01,82.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.15;,gSAMratio,z=1.15,96.48,0.003,24.4266,36.443,0.6703,1.4587,1.4587,2237.1,86.85,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.5;,gSAMratio,z=1.15,96.55,0.0277,22.8106,38.2337,0.5966,1.2703,1.2703,2428.69,79.23,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.1;,gSAMratio,z=1.15,96.71,-0.0021,24.3334,37.2958,0.6524,1.5299,1.5299,2207.64,87.73,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.6;,gSAMratio,z=1.15,96.51,0.0335,22.0976,37.8542,0.5838,1.2572,1.2572,2396.75,80.08,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.7;,gSAMratio,z=1.15,96.56,0.0406,23.4306,37.5395,0.6242,1.2543,1.2543,2393.53,80.06,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.15;z2=1.8;,gSAMratio,z=1.15,96.49,0.0382,22.0986,39.2413,0.5631,1.2491,1.2491,2492.4,76.91,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.1;,gSAMratio,z=1.2,96.69,0.0037,23.2936,38.4271,0.6062,1.4798,1.4798,2213.22,87.32,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.15;,gSAMratio,z=1.2,96.64,0.0064,24.3323,37.3329,0.6518,1.3994,1.3994,2364.48,81.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.2;,gSAMratio,z=1.2,96.47,0.0155,22.445,37.4591,0.5992,1.3391,1.3391,2388.8,81.0,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.5;,gSAMratio,z=1.2,96.56,0.029,21.1006,36.5126,0.5779,1.2111,1.2111,2583.05,73.67,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.6;,gSAMratio,z=1.2,96.46,0.0371,26.5054,39.6094,0.6692,1.1953,1.1953,2538.86,74.86,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.8;,gSAMratio,z=1.2,96.45,0.0432,24.8686,37.224,0.6681,1.1895,1.1895,2607.81,72.9,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.6;,gSAMratio,z=1.5,96.45,0.0549,23.1537,39.4421,0.587,1.0682,1.0682,2794.75,66.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.5;,gSAMratio,z=1.5,96.39,0.0456,22.8109,38.9541,0.5856,1.0769,1.0769,2739.41,67.96,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.1;,gSAMratio,z=1.5,96.62,0.0159,24.3774,37.2353,0.6547,1.3369,1.3369,2438.91,79.09,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.15;,gSAMratio,z=1.5,96.36,0.0155,24.8031,39.6615,0.6254,1.2593,1.2593,2447.43,78.52,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.2;,gSAMratio,z=1.5,96.58,0.0247,21.0046,37.8124,0.5555,1.1984,1.1984,2589.27,73.58,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.7;,gSAMratio,z=1.5,96.39,0.0536,21.3687,39.3879,0.5425,1.0633,1.0633,2761.99,67.24,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.5;z2=1.8;,gSAMratio,z=1.5,96.29,0.063,24.0883,39.2971,0.613,1.0584,1.0584,2751.14,67.44,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.15;,gSAMratio,z=1.6,96.57,0.0189,24.8544,38.5162,0.6453,1.2463,1.2463,2514.27,76.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.2;,gSAMratio,z=1.6,96.53,0.0287,22.8384,38.0956,0.5995,1.1838,1.1838,2618.19,72.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.1;,gSAMratio,z=1.6,96.66,0.0205,25.4501,37.8393,0.6726,1.3231,1.3231,2426.02,79.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.2;z2=1.7;,gSAMratio,z=1.2,96.54,0.0411,21.5616,37.5755,0.5738,1.1932,1.1932,1883.14,100.97,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.6;,gSAMratio,z=1.6,96.37,0.0461,24.1176,39.1379,0.6162,1.0564,1.0564,2741.52,67.56,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.7;,gSAMratio,z=1.6,96.5,0.0509,22.6014,38.1589,0.5923,1.0509,1.0509,2774.62,66.6,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.8;,gSAMratio,z=1.6,96.45,0.0514,23.3637,40.3029,0.5797,1.0473,1.0473,2777.05,66.61,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.5;,gSAMratio,z=1.7,96.52,0.0499,23.2226,38.517,0.6029,1.0568,1.0568,2760.89,67.14,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.6;,gSAMratio,z=1.7,96.3,0.0597,22.5259,40.5173,0.556,1.0489,1.0489,2770.44,66.66,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.7;,gSAMratio,z=1.7,96.41,0.062,24.1897,38.7429,0.6244,1.0437,1.0437,2756.79,67.01,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.8;,gSAMratio,z=1.7,96.33,0.0616,22.9349,38.456,0.5964,1.0416,1.0416,2816.83,65.22,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.2;,gSAMratio,z=1.7,96.51,0.0265,22.8144,38.3867,0.5943,1.1759,1.1759,2599.57,72.99,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.15;,gSAMratio,z=1.7,96.6,0.0233,22.3801,38.5804,0.5801,1.2369,1.2369,2572.5,74.27,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.7;z2=1.1;,gSAMratio,z=1.7,96.6,0.0189,23.9104,39.3746,0.6073,1.3148,1.3148,2453.95,78.57,,,200,False
vassoremu-sgd,lr=0.05;rho=0.1;theta=0.4;lam=0.1;z=1.6;z2=1.5;,gSAMratio,z=1.6,96.39,0.0458,22.6942,39.4529,0.5752,1.0666,1.0666,2141.86,87.36,,,200,False
